id,d1,end_state1,hispanic,race,raceot,racethn,nativity,racethn2,end_racethn2,q1,q2,q3,q4,aca,q5,q6a,q6b,end_q6,q7,q8,end_q8,q9,q10,vacc1,q11,vaches,q12,vacc2,q13,q14a,q14b,q14c,q15,q16a,q16b,q17,q18a,q18b,q18c,q19a,q19b,q20,q21a,q21b,spvacinfo,q22,q23,q24,q27,q28a,q28b,q28c,q28d,q28e,q28f,q28g,q29,q30a,q30b,q30c,q30d,q30e,q30f,q30g,q30h,q30i,q30r1_01,q30r1_02,q30r1_03,q30r1_04,q30r1_05,q30r1_06,q30r1_07,q30r1_08,q30r1_09,q30r2_01,q30r2_02,q30r2_03,q30r2_04,q30r2_05,q30r2_06,q30r2_07,q30r2_08,q30r2_09,q31,end_q31,q33,q33a,q34,q34a,end_q34a,q35a,q35b,q35d,q35e,q35g,inclosstotal,end_inclosstotal,age,age2,recage,recage2,recage3,recage4,recage5,child,marital,employ,recemploy,essential,heal1a,delayedcare,coverage,agecov,covtype,covtypeot,agecovtype,rsex,gendervar,flu,test1,chroniccovid,party,partylean,party3,party5,ideology,educ,receduc,receduc2,receduc3,income,recincome,cell,hhcell,landline,curlangx,hhadults,int,length,cstate,cregion,density,intvwdate,userid,sample,userdata,bssrs_match_code,sstate,sregion,sdivision,stz,exchangstat,stateexpmedi,gvnrexpmedi,wt1,weight,standwt,weight_ssrs,vacccombo,recage6,vaches_rec,essentialnonhc,healthworker,knowvacc,clsknowvacc,lang,Division,changesex,iphoneuse,hphoneuse,cdc2013,cdc2013USR,SAMPLE_TYPE,dialtype,qctr,xctr,state1,state,USR,USR_NEW
00112171,Female,2003,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC",29,Don't know,Approve,Don't know,About the right amount,Don't know,Build on what the law does,Don't know,Favor,352,Not too often,No,128,Generally exaggerated,Not too worried,No, ,"Only get the vaccine if you are required to do so for work, school, or other activities",Getting vaccinated is a personal choice,No, ,Do not have enough information,Do not have enough information,Have enough information, ,No,No, , , , ,No,No, , , , ,No,No,No,Not at all worried,Very concerned,Not too concerned,Not applicable (Vol.),Don't know,Not too concerned,Not at all concerned,Not applicable (Vol.),Would make no difference,Not too likely,Not applicable,Not at all likely,Not at all likely,Not at all likely,Not at all likely,Somewhat likely,Not at all likely,Very likely,NOT A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,NOT A hospital,NOT Your own doctor's office,A large vaccination site run by the government,NOT A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,A hospital,NOT Your own doctor's office,NOT A large vaccination site run by the government,A large vaccination site run by the government,1150,Not at all confident,Not at all confident, , ,45,Don't know,No,No,No,No,Yes,299,87, ,65+,65+,65+,75+,65+,No,Widowed,Retired,RETIRED, ,No,No,Covered by health insurance, ,Medicare, , ,Female,FEMALE,No,No,No one in household has serious health condition,Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K, , ,"No, no home telephone",English,1,Yes,2586,California,West,Highest,210220, ,Cell phone,Main RDD Hi Hisp,41008358,California,West,Pacific, ,State,Yes,Yes - Democratic/Independent,.7439,4.1561,.1814,.3399, ,65+,Only if required,No,No,Do not know anyone vaccinated,No one close vaccinated,English,Pacific,sex = rsex,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD,Manual,84,7,CALIFORNIA,1,Urban,Urban
00112173,Female,730,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",30,A lot,Don't know,Not enough,Not enough,Don't know,None of these/Something else (Vol.),Favor,Don't know,227,Don't know,No,42,Don't know,Very worried,"Yes, single dose",Someone else helped find or schedule vaccine appointment, ,Getting vaccinated is a personal choice, , ,Do not have enough information, , ,Strictly follow social distancing guidelines, , , ,Very easy,Very easy,Very easy,No,No, , , , , ,Yes,Yes,Not at all worried, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,344, , , , ,0,No,No,No,No,No,No,87,85, ,65+,65+,65+,75+,65+,No,Widowed,Retired,RETIRED, ,No,No,Covered by health insurance, ,Medicare, , ,Female,FEMALE,Yes,No,Don't know,Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,Refused,DK/RF, , ,"Yes, has a home telephone",English,Don't know/Refused,Yes,1196,Utah,West, ,210221, ,Cell phone,Main RDD Else,42007481,Utah,West,Mountain, ,Federal,Yes,Yes - Republican Governor,1.1758,11.131,.4858,.9103,Respondent has gotten vaccine,65+,Got vaccine/ASAP,No,No,Personally vaccinated,Personally vaccinated,English,Mountain,sex = rsex,Dual,Dual HH,Medium metro,"Suburban (CDC=2,3)",CELL RDD,Manual,63,9,UTAH,UTAH,Suburban,Suburban
00112209,Male,998,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC",20,Some,Approve,About the right amount,Not enough,Very favorable,Build on what the law does,Favor,Favor,292,Somewhat often,No,45,Generally correct,Not too worried,No, ,Wait until it has been available for a while to see how it is working for other people,Getting vaccinated is a personal choice,"Yes, someone else",No difference,Do not have enough information,Have enough information,Have enough information, ,No,No, , , , ,No,No, , , , ,No,Yes,Yes,Somewhat worried,Not at all concerned,Somewhat concerned,Not too concerned,Somewhat concerned,Not at all concerned,Not at all concerned,Not too concerned,More likely,Not too likely,Not too likely,Not too likely,Not too likely,Not too likely,Not too likely,Not too likely,Not too likely,Not too likely, , , , , , , , , , , , , , , , , , , ,538,Not too confident,Not too confident, , ,36,No,No,No,No,No,Yes,67,18, ,18-64,18-29,18-24,18-39,18-29,No,Never been married,A student,A STUDENT, ,No,No,Covered by health insurance,INSURED LESS THAN 65,Plan through your parents/mother/father (VOL.), ,Plan through parents/mother/father (Vol),Male,MALE,Yes,"Yes, someone else tested positive",No one in household has serious health condition,Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$75,000 to less than $90,000",$40K-$89K, , ,"Yes, has a home telephone",English,3,Yes,1457,California,West,Highest,210221, ,Cell phone,Main RDD Hi Hisp,41008049,California,West,Pacific, ,State,Yes,Yes - Democratic/Independent,1.1465,12.555,.5479,1.0267, ,18-39,Wait and see,No,No,Know someone vaccinated,No one close vaccinated,English,Pacific,sex = rsex,Dual,Dual HH,Large central metro,Urban (CDC=1),CELL RDD,Manual,83,0,CALIFORNIA,1,Urban,Urban
00112474,Female,603,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC",23,Some,Approve,Not enough,About the right amount,Somewhat favorable,Build on what the law does,Favor,Favor,173,Very often,No,35,Generally correct,Very worried,"Yes, single dose",Someone else helped find or schedule vaccine appointment, ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , ,Have enough information, , ,"Probably follow most social distancing guidelines, but not as strictly", , , ,Very easy,Somewhat easy,Somewhat easy,No,No, , , , , ,Yes,Yes,Somewhat worried, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,256,Not too confident,Not too confident, , ,38,Yes,No,Yes,No,No,Yes,78,19, ,18-64,18-29,18-24,18-39,18-29,No,Never been married,A student,A STUDENT, ,No,Don't know,Covered by health insurance,INSURED LESS THAN 65,Plan through your parents/mother/father (VOL.),through parents employer,Plan through parents/mother/father (Vol),Female,FEMALE,No,No,No one in household has serious health condition,Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$20,000 to less than $30,000",LESS THAN $40K, , ,"No, no home telephone",English,4,Yes,941,New Jersey,Northeast,Highest,210220, ,Cell phone,RDD HI AA OS,43010562,New Jersey,Northeast,Mid Atlantic, ,State,Yes,Yes - Democratic/Independent,.6716,5.4216,.2366,.4434,Respondent has gotten vaccine,18-39,Got vaccine/ASAP,No,No,Personally vaccinated,Personally vaccinated,English,Mid Atlantic,sex = rsex,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD OS,Manual,64,1,NEW JERSEY,1,Suburban,Suburban
00112508,Male,1265,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC",33,Some,Approve,About the right amount,Not enough,Don't know,Build on what the law does,Oppose,Favor,223,Somewhat often,No,73,Generally underestimated,Not too worried,No, ,"Only get the vaccine if you are required to do so for work, school, or other activities",Getting vaccinated is part of everyone's responsibility to protect the health of others,No, ,Do not have enough information,Do not have enough information,Do not have enough information, ,Yes,No, ,Somewhat easy, , ,No,No, , , , ,No,No,Yes,Not too worried,Not at all concerned,Somewhat concerned,Not at all concerned,Not too concerned,Not too concerned,Not too concerned,Somewhat concerned,Would make no difference,Somewhat likely,Very likely,Not at all likely,Very likely,Not too likely,Very likely,Very likely,Somewhat likely,Very likely,NOT A local pharmacy,Your workplace,NOT A grocery store,A local church or religious center,NOT A local school,A community health clinic,A hospital,NOT Your own doctor's office,A large vaccination site run by the government,A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,NOT A hospital,Your own doctor's office,NOT A large vaccination site run by the government,A large vaccination site run by the government,769,Somewhat confident,Somewhat confident, , ,54,No,No,No,No,No,Yes,113,19, ,18-64,18-29,18-24,18-39,18-29,No,Never been married,Unemployed and not seeking employment,UNEMPLOYED, ,No,No,Not covered by health insurance,UNINSURED LESS THAN 65, , ,Uninsured <65,Male,MALE,Yes,No,No one in household has serious health condition,Or what?,Independent/don't lean to either party (VOL.),PURE INDEPENDENTS,INDEPENDENT/DON'T LEAN,Moderate,High school incomplete (Grades 9-11 or Grade 12 with no diploma),LESS THAN HIGH SCHOOL,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,Don't Know,DK/RF, , ,"No, no home telephone",English,2,Yes,1837,New York,Northeast,Highest,210221, ,Cell phone,RDD HI AA OS,43015543,New York,Northeast,Mid Atlantic, ,State,Yes,Yes - Democratic/Independent,.3521,2.3454,.1024,.1918, ,18-39,Only if required,No,No,Do not know anyone vaccinated,No one close vaccinated,English,Mid Atlantic,sex = rsex,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD OS,Manual,85,3,NEW YORK,1,Urban,Urban
00112513,Male,733,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",17,A lot,Approve,About the right amount,Not enough,Very favorable,Build on what the law does,Oppose,Favor,157,Don't know,No,33,Generally underestimated,Somewhat worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend",No difference,Have enough information,Do not have enough information,Have enough information, ,Yes,Yes,No,Somewhat difficult,Very difficult, ,No,No, , , , ,Yes,No,Yes,Not too worried,Not at all concerned,Not too concerned,Not at all concerned,Somewhat concerned,Not too concerned,Not too concerned,Not at all concerned,Would make no difference,Very likely,Not applicable,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,A local pharmacy,NOT Your workplace,A grocery store,A local church or religious center,A local school,A community health clinic,A hospital,Your own doctor's office,A large vaccination site run by the government, , , , , , , , , ,A local pharmacy,468, , , , ,0,No,No,No,No,No,No,58,75, ,65+,65+,65+,75+,65+,No,Divorced,Retired,RETIRED, ,No,No,Covered by health insurance, ,Medicare, , ,Male,MALE,Yes,"Yes, someone else tested positive","Yes, respondent",Independent,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Moderate,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$40,000 to less than $50,000",$40K-$89K, , ,"No, no home telephone",English,1,Yes,1050,Texas,South,4,210220, ,Cell phone,Main RDD Hi Hisp,41002682,Texas,South,West South Central, ,Federal,No/Maybe,No/Maybe,.7961,4.9921,.2179,.4083,Do knot know someone who has gotten vaccine,65+,Got vaccine/ASAP,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,West South Central,sex = rsex,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD,Manual,89,1,TEXAS,1,Urban,Urban
00112547,Female,1403,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC",23,Some,Approve,About the right amount,Not enough,Very favorable,Build on what the law does,Oppose,Favor,218,Very often,Yes,73,Generally correct,Not too worried,No, ,Wait until it has been available for a while to see how it is working for other people,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend",More likely,Do not have enough information,Do not have enough information,Do not have enough information, ,Yes,No, ,Somewhat difficult, , ,No,No, , , , ,No,No,No,Very worried,Very concerned,Very concerned,Not too concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Would be less likely to get if required one dose,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Not too likely,A local pharmacy,Your workplace,A grocery store,A local church or religious center,A local school,A community health clinic,A hospital,Your own doctor's office,NOT A large vaccination site run by the government, , , , , , , , , ,A local church or religious center,922,Not too confident,Not too confident, , ,51,No,No,No,No,No,Yes,116,27, ,18-64,18-29,25-34,18-39,18-29,Yes,Married,"Or, a homemaker or stay at home parent?",A HOMEMAKER OR STAY AT HOME PARENT, ,No,No,Not covered by health insurance,UNINSURED LESS THAN 65, , ,Uninsured <65,Female,FEMALE,No,"Yes, someone else tested positive",No one in household has serious health condition,Independent,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Conservative,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$20,000 to less than $30,000",LESS THAN $40K, , ,"Yes, has a home telephone",English,1,Yes,1934,New York,Northeast,Highest,210220, ,Cell phone,Main RDD Hi AA,40006906,New York,Northeast,Mid Atlantic, ,State,Yes,Yes - Democratic/Independent,.2463,2.8442,.1241,.2326,Do knot know someone who has gotten vaccine,18-39,Wait and see,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,Mid Atlantic,sex = rsex,Dual,Dual HH,Large central metro,Urban (CDC=1),CELL RDD,Manual,90,1,NEW YORK,1,Urban,Urban
00112904,Male,836,Yes,White, ,HISPANIC,U.S.,HISPANIC - BORN IN US,31,Some,Approve,About the right amount,Not enough,Somewhat unfavorable,Scale back what the law does,Don't know,Don't know,171,Not too often,No,48,Generally correct,Somewhat worried,No, ,Wait until it has been available for a while to see how it is working for other people,Getting vaccinated is part of everyone's responsibility to protect the health of others,No, ,Do not have enough information,Do not have enough information,Do not have enough information, ,No,No, , , , ,No,No, , , , ,No,No,Yes,Not too worried,Not at all concerned,Not too concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not too concerned,More likely,Somewhat likely,Very likely,Somewhat likely,Not too likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,NOT A local pharmacy,Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,NOT A hospital,NOT Your own doctor's office,NOT A large vaccination site run by the government,A local pharmacy,NOT Your workplace,A grocery store,NOT A local church or religious center,A local school,A community health clinic,A hospital,Your own doctor's office,A large vaccination site run by the government,Your workplace,463, , ,Somewhat confident,Very confident,53,No,No,No,No,No,No,70,40, ,18-64,30-49,35-44,40-59,30-44,No,Living with a partner,Employed full-time,EMPLOYED,Yes,No,No,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer,Male,MALE,No,No,No one in household has serious health condition,Independent,Republican,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,INDEPENDENT LEAN REP,Moderate,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"Yes, has a home telephone",English,2,Yes,1230,Louisiana,South,4,210219, ,Cell phone,Main RDD Hi AA,40000756,Louisiana,South,West South Central, ,Federal,Yes,Yes - Democratic/Independent,.2463,1,.0436,.0818, ,40-64,Wait and see,Yes,No,Do not know anyone vaccinated,No one close vaccinated,English,West South Central,sex = rsex,Dual,Dual HH,Medium metro,"Suburban (CDC=2,3)",CELL RDD,Manual,88,2,LOUISIANA,1,Urban,Suburban
00112996,Male,967,No,Asian, ,"OTHER, NON-HISPANIC", ,"OTHER, NON-HISPANIC",19,Some,Approve,About the right amount,Don't know,Don't know,Don't know,Favor,Favor,179,Not too often,No,39,Generally correct,Very worried,No, ,Wait until it has been available for a while to see how it is working for other people,Getting vaccinated is a personal choice,No, ,Do not have enough information,Have enough information,Have enough information, ,No,No, , , , ,No,No, , , , ,No,Yes,No,Not too worried,Somewhat concerned,Somewhat concerned,Not too concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Would make no difference,Somewhat likely,Not at all likely,Not at all likely,Not too likely,Not at all likely,Somewhat likely,Somewhat likely,Not at all likely,Somewhat likely, , , , , , , , , ,A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,A community health clinic,A hospital,NOT Your own doctor's office,A large vaccination site run by the government,A community health clinic,660, , , , ,0,No,No,No,No,No,No,70,25, ,18-64,18-29,25-34,18-39,18-29,Yes,Married,A student,A STUDENT, ,No,No,Covered by health insurance,INSURED LESS THAN 65,Somewhere else,school,Somewhere else,Male,MALE,Yes,No,No one in household has serious health condition,Independent,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Conservative,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,Don't Know,DK/RF, , ,"No, no home telephone",English,2,Yes,1512,Indiana,North Central,3,210223,112996,Cell phone,Main RDD Hi AA,40006537,Michigan,North Central,East North Central, ,Federal,Yes,Yes - Republican Governor,.3786,6.1518,.2685,.5031, ,18-39,Wait and see,No,No,Do not know anyone vaccinated,No one close vaccinated,English,East North Central,sex = rsex,CPO,CPO HH,Large fringe metro,"Suburban (CDC=2,3)",CELL RDD,Manual,87,5,INDIANA,1,Suburban,Suburban
00113053,Male,680,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC",15,Some,Approve,About the right amount,Not enough,Somewhat favorable,Build on what the law does,Favor,Favor,211,Somewhat often,Yes,49,Generally underestimated,Somewhat worried,"Yes, single dose",Someone else helped find or schedule vaccine appointment, ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , ,Do not have enough information, , ,Strictly follow social distancing guidelines, , , ,Somewhat difficult,Very difficult,Very easy,Yes,No,Don't know,Somewhat difficult, , , ,No,Yes,Not too worried, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297,Not too confident,Not too confident, , ,40,No,No,No,No,No,No,68,72, ,65+,65+,65+,70-74,65+,No,Divorced,Retired,RETIRED, ,No,"Yes, me",Covered by health insurance, ,Somewhere else,VA, ,Male,MALE,No,"Yes, someone else tested positive","Yes, respondent",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$40,000 to less than $50,000",$40K-$89K, , ,"Yes, has a home telephone",English,1,Yes,1094,Arkansas,South,3,210220, ,Cell phone,RDD HI AA OS,43007846,Arkansas,South,West South Central, ,Partnership,Yes,Yes - Republican Governor,.3921,1.3716,.0599,.1122,Respondent has gotten vaccine,65+,Got vaccine/ASAP,No,No,Personally vaccinated,Personally vaccinated,English,West South Central,sex = rsex,Dual,Dual HH,Medium metro,"Suburban (CDC=2,3)",CELL RDD OS,Manual,65,1,ARKANSAS,1,Suburban,Suburban
